chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
IX,224942,229941,-0.3716,0.773,-0.1645,0.892,-0.1883,0.878,-0.0324,0.978
IX,229941,234940,-0.2584,0.836,-0.0519,0.965,-0.1142,0.924,0.0366,1.026
IX,234940,239938,0.2061,1.154,0.1735,1.128,0.1813,1.134,-0.0549,0.963
IX,239938,244937,-0.0676,0.954,-0.0040,0.997,-0.0307,0.979,-0.0302,0.979
IX,244937,249936,-0.1287,0.915,-0.0568,0.961,-0.1424,0.906,-0.0092,0.994
IX,249936,254935,-0.0648,0.956,0.0066,1.005,-0.0038,0.997,-0.1022,0.932
IX,254935,259933,-0.2825,0.822,-0.0986,0.934,-0.2237,0.856,0.0210,1.015
IX,259933,264932,0.2479,1.187,0.2425,1.183,0.2666,1.203,-0.0016,0.999
IX,264932,269931,-0.1098,0.927,0.0318,1.022,-0.0020,0.999,-0.0280,0.981
IX,269931,274930,-0.0185,0.987,0.0605,1.043,-0.0093,0.994,-0.0090,0.994
IX,274930,279928,-0.0161,0.989,-0.0040,0.997,-0.0287,0.980,-0.0304,0.979
IX,279928,284927,-0.1941,0.874,-0.1901,0.877,-0.1734,0.887,-0.0153,0.989
IX,284927,289926,-0.0486,0.967,0.0310,1.022,-0.0275,0.981,-0.0599,0.959
IX,289926,294924,-0.1581,0.896,-0.1436,0.905,-0.1903,0.876,-0.0321,0.978
IX,294924,299923,0.0205,1.014,0.0310,1.022,0.0673,1.048,0.0154,1.011
IX,299923,304922,0.2243,1.168,0.1396,1.102,0.0728,1.052,-0.0079,0.995
IX,304922,309921,-0.0242,0.983,-0.0048,0.997,-0.0617,0.958,0.0044,1.003
IX,309921,314919,0.0206,1.014,-0.0099,0.993,0.0009,1.001,0.0428,1.030
IX,314919,319918,0.0137,1.010,-0.0040,0.997,0.0250,1.017,-0.0088,0.994
IX,319918,324917,0.1236,1.089,0.1660,1.122,0.0154,1.011,0.0565,1.040
IX,324917,329916,-0.5751,0.671,-0.5643,0.676,-0.6478,0.638,-0.6324,0.645
IX,329916,334914,-0.9110,0.532,-1.0280,0.490,-0.9867,0.505,-1.0229,0.492
IX,334914,339913,-0.1901,0.877,-0.0705,0.952,-0.0389,0.973,0.0151,1.011
IX,339913,344912,0.2695,1.205,0.2140,1.160,0.2595,1.197,0.0207,1.014
IX,344912,349910,0.1879,1.139,0.1020,1.073,0.0669,1.047,-0.0335,0.977
IX,349910,354909,0.0437,1.031,0.0260,1.018,-0.0558,0.962,-0.0394,0.973
IX,354909,359908,0.0715,1.051,-0.0020,0.999,0.0240,1.017,-0.0543,0.963
IX,359908,364907,0.0321,1.023,-0.0163,0.989,-0.0020,0.999,0.0902,1.064
IX,364907,369905,-0.0383,0.974,-0.1328,0.912,-0.1564,0.897,-0.0845,0.943
IX,369905,374904,0.1702,1.125,0.0434,1.031,0.0562,1.040,-0.1046,0.930
IX,374904,379903,0.2095,1.156,-0.0040,0.997,0.0475,1.033,-0.0406,0.972
IX,379903,384902,0.0137,1.010,-0.1390,0.908,-0.0674,0.954,0.0032,1.002
IX,384902,389900,0.0272,1.019,-0.1400,0.908,-0.0740,0.950,-0.1535,0.899
IX,389900,394899,0.5036,1.418,0.3014,1.232,0.4411,1.358,0.0498,1.035
IX,394899,399898,0.1426,1.104,-0.0384,0.974,0.0714,1.051,0.0700,1.050
IX,399898,404896,0.3585,1.282,0.0401,1.028,0.1771,1.131,0.0707,1.050
IX,404896,409895,0.2207,1.165,0.0328,1.023,0.1758,1.130,0.0774,1.055
IX,409895,414894,0.2964,1.228,0.0502,1.035,0.1893,1.140,0.0009,1.001
IX,414894,419893,0.2731,1.208,0.0432,1.030,0.1116,1.080,0.0575,1.041
IX,419893,424891,0.1725,1.127,-0.0071,0.995,-0.0830,0.944,-0.0023,0.998
IX,424891,429890,0.3730,1.295,0.1479,1.108,-0.0082,0.994,0.0076,1.005
IX,429890,434889,0.5608,1.475,0.3089,1.239,0.0870,1.062,0.0334,1.023
IX,434889,439888,0.6568,1.577,0.3521,1.276,0.0436,1.031,0.0557,1.039
VI,0,5002,0.4072,1.326,0.4427,1.359,-0.0020,0.999,0.3212,1.249
VI,5002,10005,0.3696,1.292,0.1596,1.117,-0.1801,0.883,0.0312,1.022
VI,10005,15008,0.2931,1.225,0.1210,1.087,-0.1412,0.907,0.1341,1.097
VI,15008,20011,0.2379,1.179,-0.0150,0.990,-0.2574,0.837,0.0259,1.018
VI,20011,25014,0.2148,1.161,-0.0952,0.936,-0.0339,0.977,-0.0389,0.973
VI,25014,30017,0.3009,1.232,-0.0337,0.977,-0.0062,0.996,-0.0206,0.986
VI,30017,35020,0.3906,1.311,0.1161,1.084,0.1426,1.104,-0.0431,0.971
VI,35020,40023,0.1991,1.148,-0.0569,0.961,-0.0264,0.982,0.0615,1.044
VI,40023,45026,0.0582,1.041,-0.1689,0.890,-0.1544,0.899,-0.0214,0.985
VI,45026,50029,0.4597,1.375,0.1677,1.123,0.2248,1.169,-0.0694,0.953
VI,50029,55032,0.1967,1.146,-0.0040,0.997,0.0296,1.021,0.0414,1.029
VI,55032,60035,0.1706,1.126,-0.0665,0.955,-0.0261,0.982,-0.0420,0.971
VI,60035,65038,0.1192,1.086,-0.0649,0.956,-0.0244,0.983,-0.0554,0.962
VI,65038,70041,0.1976,1.147,0.0181,1.013,0.1117,1.081,-0.0072,0.995
VI,70041,75044,0.1674,1.123,0.0682,1.048,0.0782,1.056,-0.0195,0.987
VI,75044,80047,0.0417,1.029,-0.0840,0.943,-0.0956,0.936,-0.0237,0.984
VI,80047,85050,0.6965,1.621,0.5411,1.455,0.4987,1.413,0.4117,1.330
VI,85050,90053,0.1036,1.074,0.0136,1.009,0.0143,1.010,0.0762,1.054
VI,90053,95056,0.0027,1.002,-0.0330,0.977,-0.1068,0.929,0.0339,1.024
VI,95056,100059,0.0012,1.001,-0.1229,0.918,-0.2464,0.843,-0.0295,0.980
VI,100059,105062,0.2015,1.150,0.0259,1.018,0.0003,1.000,-0.0280,0.981
VI,105062,110065,-0.1207,0.920,-0.1569,0.897,-0.2095,0.865,0.0394,1.028
VI,110065,115068,0.2487,1.188,0.0434,1.031,-0.0453,0.969,-0.0476,0.968
VI,115068,120071,0.2324,1.175,0.0598,1.042,-0.0061,0.996,-0.0123,0.992
VI,120071,125074,0.0191,1.013,-0.0816,0.945,-0.0842,0.943,-0.0287,0.980
VI,125074,130077,0.1852,1.137,0.0428,1.030,0.1174,1.085,0.0159,1.011
VI,130077,135080,-0.0077,0.995,-0.0532,0.964,-0.1137,0.924,0.0908,1.065
VI,135080,140083,0.1686,1.124,0.0589,1.042,0.1061,1.076,-0.0874,0.941
VI,140083,145086,0.5294,1.443,0.2931,1.225,0.3270,1.254,-0.0782,0.947
VI,145086,150089,-0.0458,0.969,-0.0936,0.937,0.0349,1.024,0.0091,1.006
VI,150089,155092,0.0379,1.027,0.0181,1.013,-0.0766,0.948,0.0561,1.040
VI,155092,160095,0.2195,1.164,0.0795,1.057,0.0287,1.020,0.0295,1.021
VI,160095,165098,0.3463,1.271,0.1625,1.119,0.1424,1.104,0.0225,1.016
VI,165098,170101,0.0658,1.047,-0.1642,0.892,-0.1229,0.918,0.0237,1.017
VI,170101,175104,0.1618,1.119,0.0394,1.028,-0.0020,0.999,-0.0078,0.995
VI,175104,180107,0.0090,1.006,-0.1156,0.923,-0.0411,0.972,0.0493,1.035
VI,180107,185110,0.2651,1.202,0.1152,1.083,0.0399,1.028,-0.0128,0.991
VI,185110,190113,0.1962,1.146,-0.0348,0.976,0.0608,1.043,0.0113,1.008
VI,190113,195116,0.3232,1.251,0.1378,1.100,0.0776,1.055,-0.0792,0.947
VI,195116,200119,0.4345,1.351,0.1322,1.096,0.1605,1.118,-0.0370,0.975
VI,200119,205122,0.1447,1.105,-0.0576,0.961,-0.0071,0.995,-0.0456,0.969
VI,205122,210125,0.2988,1.230,0.0873,1.062,0.0333,1.023,-0.0332,0.977
VI,210125,215128,0.3177,1.246,0.1481,1.108,0.1313,1.095,-0.0865,0.942
VI,215128,220131,0.1600,1.117,-0.0788,0.947,-0.0020,0.999,-0.0140,0.990
VI,220131,225134,0.1306,1.095,-0.0800,0.946,-0.0124,0.991,0.0253,1.018
VI,225134,230137,-0.2913,0.817,-0.3785,0.769,-0.2669,0.831,-0.0307,0.979
VI,230137,235140,0.2242,1.168,-0.0378,0.974,-0.0121,0.992,-0.0048,0.997
VI,235140,240143,0.5335,1.447,0.0575,1.041,0.1982,1.147,0.0202,1.014
VI,240143,245146,0.1873,1.139,-0.1243,0.917,-0.0243,0.983,-0.0057,0.996
VI,245146,250149,0.2007,1.149,-0.1080,0.928,-0.1700,0.889,0.0189,1.013
VI,250149,255152,0.3029,1.234,0.0016,1.001,-0.0701,0.953,0.0562,1.040
VI,255152,260155,0.3051,1.236,0.0695,1.049,-0.1498,0.901,0.0112,1.008
VI,260155,265158,0.4917,1.406,0.2115,1.158,-0.0546,0.963,0.0614,1.043
VI,265158,270161,0.6259,1.543,0.3807,1.302,0.0854,1.061,0.0679,1.048
VII,0,5004,0.8593,1.814,0.4885,1.403,0.1754,1.129,0.0764,1.054
VII,5004,10008,0.4876,1.402,0.2324,1.175,0.0061,1.004,-0.0088,0.994
VII,10008,15012,0.1689,1.124,0.0509,1.036,-0.0779,0.947,0.0097,1.007
VII,15012,20017,0.2408,1.182,-0.0219,0.985,-0.0964,0.935,0.0192,1.013
VII,20017,25021,0.2454,1.185,-0.0094,0.994,0.0652,1.046,0.0180,1.013
VII,25021,30025,0.1885,1.140,-0.0782,0.947,-0.0506,0.966,0.0274,1.019
VII,30025,35030,0.0341,1.024,-0.1208,0.920,-0.0915,0.939,0.0244,1.017
VII,35030,40034,0.3274,1.255,0.1267,1.092,0.1304,1.095,0.0177,1.012
VII,40034,45038,0.1233,1.089,-0.0603,0.959,0.0415,1.029,0.0394,1.028
VII,45038,50043,0.1901,1.141,0.0271,1.019,0.1310,1.095,0.0542,1.038
VII,50043,55047,0.1229,1.089,0.0202,1.014,0.0263,1.018,-0.0012,0.999
VII,55047,60051,0.2298,1.173,0.0687,1.049,0.0836,1.060,-0.0138,0.990
VII,60051,65056,-0.0648,0.956,-0.2223,0.857,-0.1913,0.876,-0.1113,0.926
VII,65056,70060,0.1839,1.136,0.0610,1.043,-0.0108,0.993,-0.0486,0.967
VII,70060,75064,0.2936,1.226,0.1870,1.138,0.0435,1.031,-0.0570,0.961
VII,75064,80068,0.4162,1.334,0.2553,1.194,0.3236,1.251,-0.1495,0.902
VII,80068,85073,0.2914,1.224,0.0843,1.060,0.0616,1.044,-0.0482,0.967
VII,85073,90077,-0.1273,0.916,-0.2696,0.830,-0.2600,0.835,-0.0243,0.983
VII,90077,95081,0.0484,1.034,0.0113,1.008,-0.0337,0.977,-0.0536,0.964
VII,95081,100086,0.0071,1.005,-0.0019,0.999,-0.0988,0.934,0.0645,1.046
VII,100086,105090,-0.1642,0.892,-0.0987,0.934,-0.0653,0.956,0.0000,1.000
VII,105090,110094,0.0461,1.032,0.0177,1.012,-0.0134,0.991,-0.0410,0.972
VII,110094,115099,0.2765,1.211,0.1890,1.140,0.0895,1.064,0.0065,1.005
VII,115099,120103,0.0686,1.049,0.0338,1.024,0.0318,1.022,0.0009,1.001
VII,120103,125107,0.0106,1.007,0.1631,1.120,-0.1080,0.928,-0.0481,0.967
VII,125107,130112,0.0903,1.065,0.1336,1.097,0.0717,1.051,0.0526,1.037
VII,130112,135116,-0.1292,0.914,0.0203,1.014,-0.0516,0.965,0.0134,1.009
VII,135116,140120,-0.1084,0.928,-0.0343,0.977,-0.0020,0.999,0.0203,1.014
VII,140120,145125,0.2467,1.187,0.1535,1.112,0.2045,1.152,0.0328,1.023
VII,145125,150129,-0.2306,0.852,-0.1415,0.907,-0.1633,0.893,0.0563,1.040
VII,150129,155133,-0.0427,0.971,-0.0207,0.986,-0.0746,0.950,-0.0171,0.988
VII,155133,160137,-0.1220,0.919,-0.0249,0.983,-0.0846,0.943,0.0089,1.006
VII,160137,165142,0.1568,1.115,0.1237,1.090,0.1834,1.136,0.0418,1.029
VII,165142,170146,-0.2460,0.843,-0.1458,0.904,-0.2654,0.832,-0.0270,0.981
VII,170146,175150,-0.1906,0.876,-0.1187,0.921,-0.0272,0.981,0.0108,1.007
VII,175150,180155,-0.0859,0.942,-0.0193,0.987,-0.0938,0.937,-0.0343,0.976
VII,180155,185159,-0.1661,0.891,-0.0048,0.997,-0.0464,0.968,0.0108,1.008
VII,185159,190163,0.0301,1.021,0.0504,1.036,0.0799,1.057,-0.0213,0.985
VII,190163,195168,0.0380,1.027,0.0366,1.026,0.0429,1.030,0.0203,1.014
VII,195168,200172,0.0504,1.036,0.0983,1.071,0.0673,1.048,-0.0007,1.000
VII,200172,205176,0.0388,1.027,0.0490,1.035,0.0234,1.016,-0.0804,0.946
VII,205176,210181,-0.2263,0.855,-0.1566,0.897,-0.1805,0.882,-0.0517,0.965
VII,210181,215185,0.0952,1.068,0.0684,1.049,0.1682,1.124,-0.0287,0.980
VII,215185,220189,-0.1313,0.913,-0.0275,0.981,0.0018,1.001,0.0576,1.041
VII,220189,225194,-0.0243,0.983,0.0174,1.012,0.0341,1.024,0.0611,1.043
VII,225194,230198,0.0629,1.045,0.0999,1.072,0.0379,1.027,0.0289,1.020
VII,230198,235202,0.0338,1.024,0.1107,1.080,0.0875,1.063,-0.0978,0.934
VII,235202,240206,0.0354,1.025,0.0355,1.025,0.0160,1.011,-0.0192,0.987
VII,240206,245211,-0.0611,0.959,-0.0460,0.969,-0.0038,0.997,-0.0442,0.970
VII,245211,250215,0.0604,1.043,0.0271,1.019,0.0133,1.009,0.0395,1.028
VII,250215,255219,-0.0763,0.948,-0.0033,0.998,0.0164,1.011,0.0304,1.021
VII,255219,260224,-0.0922,0.938,-0.1036,0.931,0.0383,1.027,0.0598,1.042
VII,260224,265228,0.1893,1.140,0.1568,1.115,0.1657,1.122,0.0322,1.023
VII,265228,270232,0.1756,1.129,0.1097,1.079,0.1001,1.072,0.0984,1.071
VII,270232,275237,-0.1329,0.912,-0.0410,0.972,-0.1059,0.929,-0.0430,0.971
VII,275237,280241,-0.1479,0.903,-0.1128,0.925,-0.1522,0.900,0.0090,1.006
VII,280241,285245,0.0483,1.034,0.0164,1.011,0.0107,1.007,-0.0171,0.988
VII,285245,290250,-0.0322,0.978,0.1085,1.078,-0.0237,0.984,0.0157,1.011
VII,290250,295254,0.2019,1.150,0.1637,1.120,0.1456,1.106,-0.0005,1.000
VII,295254,300258,0.0227,1.016,0.0082,1.006,0.0351,1.025,-0.0543,0.963
VII,300258,305263,-0.2593,0.836,-0.1517,0.900,-0.2134,0.863,0.0427,1.030
VII,305263,310267,-0.0593,0.960,0.0463,1.033,-0.0197,0.986,-0.0549,0.963
VII,310267,315271,-0.1142,0.924,-0.1026,0.931,-0.0782,0.947,0.0146,1.010
VII,315271,320275,0.0236,1.016,-0.0014,0.999,-0.0789,0.947,-0.0222,0.985
VII,320275,325280,-0.0308,0.979,0.0022,1.002,-0.0287,0.980,-0.0875,0.941
VII,325280,330284,0.0012,1.001,0.0373,1.026,0.0281,1.020,-0.0503,0.966
VII,330284,335288,0.2663,1.203,0.2179,1.163,0.2680,1.204,0.0213,1.015
VII,335288,340293,-0.1083,0.928,-0.0695,0.953,-0.0681,0.954,0.0671,1.048
VII,340293,345297,0.0128,1.009,-0.0286,0.980,-0.0702,0.953,-0.0154,0.989
VII,345297,350301,-0.1057,0.929,-0.0122,0.992,-0.1964,0.873,0.0500,1.035
VII,350301,355306,0.1070,1.077,0.0668,1.047,0.0537,1.038,-0.0812,0.945
VII,355306,360310,-0.0822,0.945,-0.0774,0.948,-0.0763,0.948,-0.0688,0.953
VII,360310,365314,-0.0296,0.980,-0.0082,0.994,0.0279,1.019,0.0079,1.005
VII,365314,370319,0.1407,1.102,0.0298,1.021,-0.0179,0.988,0.0010,1.001
VII,370319,375323,-0.0378,0.974,-0.0943,0.937,-0.0610,0.959,-0.0200,0.986
VII,375323,380327,-0.0326,0.978,-0.0557,0.962,-0.0111,0.992,0.0029,1.002
VII,380327,385332,-0.0062,0.996,-0.0159,0.989,-0.0041,0.997,0.0239,1.017
VII,385332,390336,0.0712,1.051,-0.0210,0.986,0.0873,1.062,-0.0322,0.978
VII,390336,395340,0.2707,1.206,0.1230,1.089,0.1703,1.125,0.0228,1.016
VII,395340,400344,-0.0161,0.989,-0.1494,0.902,-0.0373,0.974,-0.0101,0.993
VII,400344,405349,-0.0668,0.955,-0.1927,0.875,-0.1941,0.874,-0.0240,0.983
VII,405349,410353,0.1078,1.078,0.0164,1.011,0.1126,1.081,-0.0102,0.993
VII,410353,415357,0.1707,1.126,0.1043,1.075,0.1367,1.099,0.0080,1.006
VII,415357,420362,0.1731,1.128,0.1504,1.110,0.2052,1.153,-0.0264,0.982
VII,420362,425366,-0.1929,0.875,-0.1872,0.878,-0.2392,0.847,0.0047,1.003
VII,425366,430370,-0.0032,0.998,-0.0888,0.940,-0.1552,0.898,-0.0394,0.973
VII,430370,435375,0.0760,1.054,-0.0448,0.969,0.0549,1.039,-0.0282,0.981
VII,435375,440379,-0.1546,0.898,-0.1601,0.895,-0.2409,0.846,-0.0427,0.971
VII,440379,445383,-0.0071,0.995,-0.0480,0.967,-0.0347,0.976,0.0146,1.010
VII,445383,450388,0.1177,1.085,0.0414,1.029,0.1489,1.109,0.0070,1.005
VII,450388,455392,-0.2145,0.862,-0.2300,0.853,-0.1192,0.921,0.0580,1.041
VII,455392,460396,0.1304,1.095,0.0239,1.017,0.0705,1.050,-0.0053,0.996
VII,460396,465401,0.1376,1.100,0.0584,1.041,0.0776,1.055,0.0135,1.009
VII,465401,470405,0.0797,1.057,0.0351,1.025,0.1150,1.083,0.0137,1.010
VII,470405,475409,0.1181,1.085,0.0496,1.035,0.1570,1.115,-0.0001,1.000
VII,475409,480413,0.0703,1.050,-0.0128,0.991,0.1118,1.081,-0.0592,0.960
VII,480413,485418,-0.2017,0.870,-0.3397,0.790,-0.1642,0.892,-0.0022,0.998
VII,485418,490422,-0.1364,0.910,-0.2323,0.851,-0.1013,0.932,-0.0402,0.972
VII,490422,495426,0.3905,1.311,0.1877,1.139,0.3134,1.243,0.0354,1.025
VII,495426,500431,-0.0451,0.969,-0.1581,0.896,-0.1011,0.932,0.0215,1.015
VII,500431,505435,0.2752,1.210,0.0962,1.069,0.1015,1.073,0.0162,1.011
VII,505435,510439,-0.0260,0.982,-0.0637,0.957,0.0205,1.014,-0.0260,0.982
VII,510439,515444,0.1958,1.145,0.0572,1.040,0.1881,1.139,0.0975,1.070
VII,515444,520448,0.0094,1.007,-0.0159,0.989,0.1440,1.105,0.0360,1.025
VII,520448,525452,0.0125,1.009,-0.0265,0.982,-0.0349,0.976,0.0269,1.019
VII,525452,530457,0.0799,1.057,0.0107,1.007,0.0531,1.037,0.0048,1.003
VII,530457,535461,-0.1035,0.931,-0.0942,0.937,-0.1991,0.871,-0.0422,0.971
VII,535461,540465,0.8476,1.799,0.7003,1.625,0.7541,1.687,0.4400,1.357
VII,540465,545470,0.3317,1.258,0.2871,1.220,0.0945,1.068,0.1727,1.127
VII,545470,550474,0.2261,1.170,0.1013,1.073,0.1073,1.077,-0.0163,0.989
VII,550474,555478,0.1607,1.118,0.0861,1.062,0.1224,1.089,0.1258,1.091
VII,555478,560482,-0.0548,0.963,-0.1838,0.880,-0.1714,0.888,-0.0032,0.998
VII,560482,565487,0.5194,1.433,0.4235,1.341,0.4256,1.343,0.2135,1.159
VII,565487,570491,0.6576,1.577,0.4752,1.390,0.6303,1.548,0.0794,1.057
VII,570491,575495,0.4494,1.365,0.2763,1.211,0.2779,1.212,0.0365,1.026
VII,575495,580500,0.1124,1.081,0.0995,1.071,0.0433,1.031,-0.0642,0.956
VII,580500,585504,-0.0318,0.978,-0.1017,0.932,-0.1548,0.898,-0.0908,0.939
VII,585504,590508,0.1841,1.136,0.0914,1.065,0.0548,1.039,-0.0389,0.973
VII,590508,595513,-0.1414,0.907,-0.0807,0.946,-0.1243,0.917,-0.0604,0.959
VII,595513,600517,-0.0370,0.975,-0.0969,0.935,-0.1239,0.918,0.0354,1.025
VII,600517,605521,-0.0340,0.977,0.0262,1.018,-0.0995,0.933,-0.0092,0.994
VII,605521,610526,0.0144,1.010,-0.1682,0.890,-0.1384,0.909,0.0223,1.016
VII,610526,615530,0.1070,1.077,-0.0263,0.982,0.1181,1.085,-0.0139,0.990
VII,615530,620534,0.1614,1.118,0.1078,1.078,0.1689,1.124,-0.0127,0.991
VII,620534,625538,0.0175,1.012,-0.0345,0.976,-0.0979,0.934,0.0207,1.014
VII,625538,630543,-0.0567,0.961,-0.1255,0.917,-0.0869,0.942,-0.0302,0.979
VII,630543,635547,-0.1427,0.906,-0.1660,0.891,-0.1244,0.917,-0.0199,0.986
VII,635547,640551,-0.0420,0.971,-0.0784,0.947,-0.0171,0.988,-0.0195,0.987
VII,640551,645556,0.0012,1.001,-0.0594,0.960,-0.0878,0.941,-0.0789,0.947
VII,645556,650560,-0.0172,0.988,-0.0540,0.963,-0.1104,0.926,0.0010,1.001
VII,650560,655564,0.0077,1.005,-0.0040,0.997,-0.0020,0.999,0.0066,1.005
VII,655564,660569,-0.0365,0.975,-0.1257,0.917,-0.0020,0.999,-0.0794,0.946
VII,660569,665573,-0.0771,0.948,-0.0911,0.939,-0.0594,0.960,0.0311,1.022
VII,665573,670577,-0.1361,0.910,-0.0945,0.937,-0.0809,0.945,-0.0308,0.979
VII,670577,675582,0.0204,1.014,-0.0406,0.972,0.1271,1.092,0.0368,1.026
VII,675582,680586,-0.1738,0.886,-0.0797,0.946,-0.1690,0.889,-0.0300,0.979
VII,680586,685590,0.0669,1.047,0.0522,1.037,-0.0463,0.968,-0.0323,0.978
VII,685590,690595,0.0012,1.001,-0.0107,0.993,0.0243,1.017,-0.0223,0.985
VII,690595,695599,0.0025,1.002,0.0343,1.024,0.0005,1.000,0.0525,1.037
VII,695599,700603,0.1620,1.119,0.0256,1.018,0.1411,1.103,0.0951,1.068
VII,700603,705607,-0.0232,0.984,-0.0695,0.953,-0.0233,0.984,0.0043,1.003
VII,705607,710612,0.1674,1.123,0.0971,1.070,0.1095,1.079,-0.0028,0.998
VII,710612,715616,0.3043,1.235,0.2092,1.156,0.2490,1.188,0.0059,1.004
VII,715616,720620,-0.0300,0.979,-0.0490,0.967,-0.0096,0.993,0.0021,1.001
VII,720620,725625,0.2132,1.159,0.0950,1.068,0.2255,1.169,0.1229,1.089
VII,725625,730629,-0.1866,0.879,-0.1846,0.880,-0.2360,0.849,-0.0375,0.974
VII,730629,735633,0.1401,1.102,0.1281,1.093,0.0517,1.037,-0.0782,0.947
VII,735633,740638,0.0426,1.030,-0.0504,0.966,0.0461,1.032,-0.0497,0.966
VII,740638,745642,0.0658,1.047,0.0176,1.012,0.0913,1.065,-0.0649,0.956
VII,745642,750646,0.0605,1.043,-0.0104,0.993,-0.0047,0.997,-0.0457,0.969
VII,750646,755651,-0.3308,0.795,-0.2736,0.827,-0.3588,0.780,-0.0140,0.990
VII,755651,760655,0.2056,1.153,0.1074,1.077,0.1576,1.115,0.0789,1.056
VII,760655,765659,-0.0067,0.995,-0.0683,0.954,-0.0360,0.975,-0.0379,0.974
VII,765659,770664,-0.1933,0.875,-0.1276,0.915,-0.2742,0.827,0.0319,1.022
VII,770664,775668,0.1158,1.084,0.0341,1.024,0.0228,1.016,0.0223,1.016
VII,775668,780672,0.0332,1.023,0.0312,1.022,-0.0340,0.977,0.0072,1.005
VII,780672,785676,-0.0551,0.963,-0.0989,0.934,-0.0427,0.971,0.0685,1.049
VII,785676,790681,0.1888,1.140,0.1090,1.078,0.1414,1.103,0.0387,1.027
VII,790681,795685,0.1683,1.124,0.1259,1.091,0.1545,1.113,0.0063,1.004
VII,795685,800689,0.0202,1.014,-0.0096,0.993,0.0229,1.016,-0.0209,0.986
VII,800689,805694,-0.1415,0.907,-0.1281,0.915,-0.1280,0.915,0.0000,1.000
VII,805694,810698,-0.2383,0.848,-0.2140,0.862,-0.1600,0.895,-0.0104,0.993
VII,810698,815702,0.3594,1.283,0.1954,1.145,0.2295,1.172,-0.1747,0.886
VII,815702,820707,0.6092,1.525,0.5079,1.422,0.4945,1.409,0.1838,1.136
VII,820707,825711,0.3246,1.252,0.3183,1.247,0.3502,1.275,0.1511,1.110
VII,825711,830715,0.1280,1.093,0.0714,1.051,0.1001,1.072,0.0916,1.066
VII,830715,835720,-0.1845,0.880,-0.1764,0.885,-0.0570,0.961,-0.0459,0.969
VII,835720,840724,0.0150,1.010,0.0255,1.018,0.0686,1.049,-0.1060,0.929
VII,840724,845728,0.0802,1.057,0.1541,1.113,0.0744,1.053,0.0683,1.048
VII,845728,850733,0.1069,1.077,0.0789,1.056,0.1952,1.145,-0.0334,0.977
VII,850733,855737,-0.2338,0.850,-0.1764,0.885,-0.2118,0.863,0.0042,1.003
VII,855737,860741,-0.1719,0.888,-0.1601,0.895,-0.1893,0.877,-0.0040,0.997
VII,860741,865745,0.2217,1.166,0.2467,1.186,0.3682,1.291,0.0164,1.011
VII,865745,870750,-0.1814,0.882,-0.1095,0.927,-0.0870,0.941,0.0325,1.023
VII,870750,875754,-0.0412,0.972,-0.0486,0.967,-0.0740,0.950,0.0807,1.058
VII,875754,880758,0.0300,1.021,0.0135,1.009,-0.0438,0.970,0.0254,1.018
VII,880758,885763,-0.1172,0.922,-0.0965,0.935,-0.0343,0.976,-0.0431,0.971
VII,885763,890767,0.0619,1.044,-0.0012,0.999,0.0370,1.026,-0.0060,0.996
VII,890767,895771,0.0073,1.005,-0.0174,0.988,0.0809,1.058,0.0787,1.056
VII,895771,900776,0.0773,1.055,0.0773,1.055,0.0877,1.063,0.0056,1.004
VII,900776,905780,-0.1798,0.883,-0.0838,0.944,-0.1123,0.925,-0.0365,0.975
VII,905780,910784,-0.0312,0.979,-0.0278,0.981,0.0430,1.030,-0.0250,0.983
VII,910784,915789,-0.0482,0.967,0.0143,1.010,0.0832,1.059,-0.0709,0.952
VII,915789,920793,-0.1155,0.923,-0.1346,0.911,-0.1830,0.881,0.0389,1.027
VII,920793,925797,-0.0844,0.943,-0.1006,0.933,-0.0131,0.991,0.0067,1.005
VII,925797,930802,0.0822,1.059,0.0817,1.058,0.0213,1.015,0.0000,1.000
VII,930802,935806,0.0288,1.020,0.0503,1.036,-0.0106,0.993,-0.0202,0.986
VII,935806,940810,0.0003,1.000,0.0307,1.022,-0.0657,0.955,0.0131,1.009
VII,940810,945814,0.0433,1.030,0.0604,1.043,0.1279,1.093,-0.0035,0.998
VII,945814,950819,-0.1253,0.917,-0.1008,0.933,-0.2222,0.857,-0.0364,0.975
VII,950819,955823,-0.0817,0.945,0.0471,1.033,-0.1150,0.923,0.0310,1.022
VII,955823,960827,-0.1403,0.907,-0.0411,0.972,-0.1014,0.932,-0.0302,0.979
VII,960827,965832,-0.1416,0.907,0.0501,1.035,-0.0761,0.949,0.0583,1.041
VII,965832,970836,-0.0696,0.953,-0.0754,0.949,-0.1253,0.917,0.0429,1.030
VII,970836,975840,-0.0691,0.953,-0.1698,0.889,-0.1309,0.913,0.0603,1.043
VII,975840,980845,0.0527,1.037,0.0286,1.020,-0.0988,0.934,0.0349,1.024
VII,980845,985849,0.0258,1.018,-0.0763,0.948,0.0705,1.050,0.0005,1.000
VII,985849,990853,-0.1980,0.872,-0.1695,0.889,-0.1584,0.896,-0.0307,0.979
