chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
IX,224942,229941,-0.3685,0.775,-0.1675,0.890,-0.1984,0.871,-0.0310,0.979
IX,229941,234940,-0.2603,0.835,-0.0539,0.963,-0.1139,0.924,0.0151,1.011
IX,234940,239938,0.2064,1.154,0.1758,1.130,0.1837,1.136,-0.0714,0.952
IX,239938,244937,-0.0660,0.955,-0.0035,0.998,-0.0333,0.977,-0.0237,0.984
IX,244937,249936,-0.1104,0.926,-0.0584,0.960,-0.1378,0.909,-0.0152,0.990
IX,249936,254935,-0.0738,0.950,0.0014,1.001,0.0002,1.000,-0.1003,0.933
IX,254935,259933,-0.2813,0.823,-0.0923,0.938,-0.2228,0.857,0.0232,1.016
IX,259933,264932,0.2436,1.184,0.2458,1.186,0.2689,1.205,-0.0003,1.000
IX,264932,269931,-0.1083,0.928,0.0260,1.018,-0.0007,1.000,-0.0429,0.971
IX,269931,274930,-0.0172,0.988,0.0685,1.049,-0.0036,0.997,-0.0039,0.997
IX,274930,279928,-0.0162,0.989,-0.0035,0.998,-0.0249,0.983,-0.0286,0.980
IX,279928,284927,-0.1911,0.876,-0.1887,0.877,-0.1698,0.889,-0.0127,0.991
IX,284927,289926,-0.0526,0.964,0.0344,1.024,-0.0240,0.984,-0.0669,0.955
IX,289926,294924,-0.1583,0.896,-0.1509,0.901,-0.1886,0.877,-0.0323,0.978
IX,294924,299923,0.0256,1.018,0.0345,1.024,0.0692,1.049,0.0120,1.008
IX,299923,304922,0.2296,1.172,0.1415,1.103,0.0768,1.055,-0.0108,0.993
IX,304922,309921,-0.0248,0.983,-0.0035,0.998,-0.0549,0.963,0.0042,1.003
IX,309921,314919,0.0213,1.015,-0.0057,0.996,0.0011,1.001,0.0499,1.035
IX,314919,319918,0.0101,1.007,-0.0035,0.998,0.0232,1.016,-0.0120,0.992
IX,319918,324917,0.1281,1.093,0.1631,1.120,0.0231,1.016,0.0588,1.042
IX,324917,329916,-0.5764,0.671,-0.5639,0.676,-0.6461,0.639,-0.6295,0.646
IX,329916,334914,-0.9159,0.530,-1.0278,0.490,-0.9979,0.501,-1.0250,0.491
IX,334914,339913,-0.1887,0.877,-0.0676,0.954,-0.0342,0.977,0.0044,1.003
IX,339913,344912,0.2734,1.209,0.2138,1.160,0.2598,1.197,0.0179,1.013
IX,344912,349910,0.1900,1.141,0.1042,1.075,0.0693,1.049,-0.0369,0.975
IX,349910,354909,0.0436,1.031,0.0274,1.019,-0.0557,0.962,-0.0466,0.968
IX,354909,359908,0.0708,1.050,-0.0035,0.998,0.0263,1.018,-0.0527,0.964
IX,359908,364907,0.0243,1.017,-0.0131,0.991,-0.0009,0.999,0.0958,1.069
IX,364907,369905,-0.0413,0.972,-0.1196,0.920,-0.1527,0.900,-0.0911,0.939
IX,369905,374904,0.1700,1.125,0.0442,1.031,0.0566,1.040,-0.1044,0.930
IX,374904,379903,0.2065,1.154,-0.0035,0.998,0.0497,1.035,-0.0455,0.969
IX,379903,384902,0.0070,1.005,-0.1385,0.908,-0.0657,0.956,-0.0022,0.998
IX,384902,389900,0.0161,1.011,-0.1341,0.911,-0.0715,0.952,-0.1626,0.893
IX,389900,394899,0.4689,1.384,0.2717,1.207,0.4107,1.329,0.0057,1.004
IX,394899,399898,0.1467,1.107,-0.0323,0.978,0.0697,1.049,0.0880,1.063
IX,399898,404896,0.3580,1.282,0.0405,1.028,0.1776,1.131,0.0805,1.057
IX,404896,409895,0.2240,1.168,0.0390,1.027,0.1793,1.132,0.0752,1.054
IX,409895,414894,0.2985,1.230,0.0537,1.038,0.1908,1.141,0.0062,1.004
IX,414894,419893,0.2754,1.210,0.0446,1.031,0.1110,1.080,0.0558,1.039
IX,419893,424891,0.1694,1.125,-0.0090,0.994,-0.0837,0.944,0.0155,1.011
IX,424891,429890,0.3739,1.296,0.1472,1.107,-0.0050,0.997,0.0072,1.005
IX,429890,434889,0.5611,1.475,0.3218,1.250,0.0794,1.057,0.0414,1.029
IX,434889,439888,0.6559,1.576,0.3460,1.271,0.0457,1.032,0.0589,1.042
VI,0,5002,0.3632,1.286,0.4400,1.357,-0.0261,0.982,0.2811,1.215
VI,5002,10005,0.3567,1.280,0.1744,1.128,-0.1814,0.882,0.0233,1.016
VI,10005,15008,0.2718,1.207,0.1257,1.091,-0.1295,0.914,0.1221,1.088
VI,15008,20011,0.2437,1.184,-0.0147,0.990,-0.2556,0.838,0.0240,1.017
VI,20011,25014,0.2127,1.159,-0.1001,0.933,-0.0309,0.979,-0.0391,0.973
VI,25014,30017,0.2994,1.231,-0.0344,0.976,-0.0057,0.996,-0.0233,0.984
VI,30017,35020,0.3899,1.310,0.1144,1.083,0.1478,1.108,-0.0481,0.967
VI,35020,40023,0.2050,1.153,-0.0535,0.964,-0.0243,0.983,0.0657,1.047
VI,40023,45026,0.0570,1.040,-0.1638,0.893,-0.1567,0.897,-0.0115,0.992
VI,45026,50029,0.4596,1.375,0.1621,1.119,0.2243,1.168,-0.0682,0.954
VI,50029,55032,0.1973,1.147,-0.0035,0.998,0.0311,1.022,0.0433,1.031
VI,55032,60035,0.1745,1.129,-0.0638,0.957,-0.0242,0.983,-0.0429,0.971
VI,60035,65038,0.1126,1.081,-0.0675,0.954,-0.0181,0.988,-0.0558,0.962
VI,65038,70041,0.1957,1.145,0.0099,1.007,0.1118,1.081,-0.0175,0.988
VI,70041,75044,0.1667,1.122,0.0667,1.047,0.0804,1.057,-0.0145,0.990
VI,75044,80047,0.0380,1.027,-0.0797,0.946,-0.0972,0.935,-0.0284,0.981
VI,80047,85050,0.6971,1.621,0.5457,1.460,0.5021,1.416,0.4137,1.332
VI,85050,90053,0.1037,1.075,0.0146,1.010,0.0137,1.010,0.0772,1.055
VI,90053,95056,0.0002,1.000,-0.0286,0.980,-0.1070,0.929,0.0417,1.029
VI,95056,100059,0.0015,1.001,-0.1225,0.919,-0.2412,0.846,-0.0517,0.965
VI,100059,105062,0.2030,1.151,0.0307,1.021,0.0000,1.000,-0.0359,0.975
VI,105062,110065,-0.1241,0.918,-0.1554,0.898,-0.2104,0.864,0.0401,1.028
VI,110065,115068,0.2518,1.191,0.0434,1.031,-0.0486,0.967,-0.0544,0.963
VI,115068,120071,0.2379,1.179,0.0604,1.043,-0.0035,0.998,-0.0099,0.993
VI,120071,125074,0.0188,1.013,-0.0825,0.944,-0.0835,0.944,-0.0261,0.982
VI,125074,130077,0.1884,1.140,0.0457,1.032,0.1220,1.088,0.0185,1.013
VI,130077,135080,-0.0093,0.994,-0.0523,0.964,-0.1065,0.929,0.0936,1.067
VI,135080,140083,0.1769,1.130,0.0753,1.054,0.1129,1.081,-0.0437,0.970
VI,140083,145086,0.4587,1.374,0.2889,1.222,0.3525,1.277,-0.0996,0.933
VI,145086,150089,-0.0478,0.967,-0.0936,0.937,0.0381,1.027,0.0169,1.012
VI,150089,155092,0.0392,1.028,0.0157,1.011,-0.0694,0.953,0.0562,1.040
VI,155092,160095,0.2118,1.158,0.0809,1.058,0.0303,1.021,0.0364,1.026
VI,160095,165098,0.3436,1.269,0.1579,1.116,0.1439,1.105,0.0283,1.020
VI,165098,170101,0.0623,1.044,-0.1618,0.894,-0.1269,0.916,0.0242,1.017
VI,170101,175104,0.1644,1.121,0.0390,1.027,-0.0007,1.000,-0.0120,0.992
VI,175104,180107,0.0052,1.004,-0.1154,0.923,-0.0427,0.971,0.0456,1.032
VI,180107,185110,0.2682,1.204,0.1165,1.084,0.0396,1.028,-0.0051,0.996
VI,185110,190113,0.1941,1.144,-0.0334,0.977,0.0656,1.047,0.0238,1.017
VI,190113,195116,0.3273,1.255,0.1410,1.103,0.0761,1.054,-0.0788,0.947
VI,195116,200119,0.4343,1.351,0.1329,1.096,0.1662,1.122,-0.0423,0.971
VI,200119,205122,0.1462,1.107,-0.0480,0.967,-0.0072,0.995,-0.0412,0.972
VI,205122,210125,0.2960,1.228,0.0837,1.060,0.0310,1.022,-0.0389,0.973
VI,210125,215128,0.3143,1.243,0.1507,1.110,0.1325,1.096,-0.0795,0.946
VI,215128,220131,0.1685,1.124,-0.0742,0.950,0.0014,1.001,-0.0110,0.992
VI,220131,225134,0.1352,1.098,-0.0787,0.947,-0.0081,0.994,0.0338,1.024
VI,225134,230137,-0.2977,0.814,-0.3791,0.769,-0.2642,0.833,-0.0512,0.965
VI,230137,235140,0.2217,1.166,-0.0364,0.975,-0.0135,0.991,-0.0056,0.996
VI,235140,240143,0.5350,1.449,0.0625,1.044,0.1984,1.147,0.0275,1.019
VI,240143,245146,0.1837,1.136,-0.1244,0.917,-0.0242,0.983,-0.0133,0.991
VI,245146,250149,0.2020,1.150,-0.1111,0.926,-0.1755,0.885,0.0137,1.010
VI,250149,255152,0.3008,1.232,0.0040,1.003,-0.0681,0.954,0.0489,1.034
VI,255152,260155,0.3040,1.235,0.0659,1.047,-0.1492,0.902,0.0125,1.009
VI,260155,265158,0.4846,1.399,0.2112,1.158,-0.0518,0.965,0.0648,1.046
VI,265158,270161,0.6090,1.525,0.3808,1.302,0.0856,1.061,0.0605,1.043
VII,0,5004,0.8585,1.813,0.4889,1.403,0.1716,1.126,0.0755,1.054
VII,5004,10008,0.4897,1.404,0.2350,1.177,0.0021,1.001,-0.0056,0.996
VII,10008,15012,0.1583,1.116,0.0494,1.035,-0.0808,0.946,0.0101,1.007
VII,15012,20017,0.2319,1.174,-0.0241,0.983,-0.1010,0.932,0.0191,1.013
VII,20017,25021,0.2491,1.188,-0.0054,0.996,0.0654,1.046,0.0215,1.015
VII,25021,30025,0.1887,1.140,-0.0777,0.948,-0.0511,0.965,0.0304,1.021
VII,30025,35030,0.0351,1.025,-0.1210,0.920,-0.0892,0.940,0.0143,1.010
VII,35030,40034,0.3268,1.254,0.1295,1.094,0.1269,1.092,0.0234,1.016
VII,40034,45038,0.1223,1.088,-0.0654,0.956,0.0452,1.032,0.0423,1.030
VII,45038,50043,0.1865,1.138,0.0294,1.021,0.1286,1.093,0.0505,1.036
VII,50043,55047,0.1193,1.086,0.0137,1.010,0.0244,1.017,-0.0093,0.994
VII,55047,60051,0.2280,1.171,0.0684,1.049,0.0827,1.059,-0.0096,0.993
VII,60051,65056,-0.0831,0.944,-0.2201,0.859,-0.1971,0.872,-0.0985,0.934
VII,65056,70060,0.1853,1.137,0.0596,1.042,-0.0087,0.994,-0.0458,0.969
VII,70060,75064,0.2924,1.225,0.1916,1.142,0.0451,1.032,-0.0575,0.961
VII,75064,80068,0.4090,1.328,0.2507,1.190,0.3242,1.252,-0.1567,0.897
VII,80068,85073,0.2989,1.230,0.0829,1.059,0.0615,1.044,-0.0575,0.961
VII,85073,90077,-0.1305,0.914,-0.2706,0.829,-0.2590,0.836,-0.0349,0.976
VII,90077,95081,0.0508,1.036,0.0117,1.008,-0.0389,0.973,-0.0518,0.965
VII,95081,100086,0.0024,1.002,-0.0022,0.999,-0.0922,0.938,0.0510,1.036
VII,100086,105090,-0.1629,0.893,-0.0976,0.935,-0.0671,0.955,-0.0055,0.996
VII,105090,110094,0.0496,1.035,0.0168,1.012,-0.0085,0.994,-0.0384,0.974
VII,110094,115099,0.2781,1.213,0.1955,1.145,0.0913,1.065,0.0152,1.011
VII,115099,120103,0.0672,1.048,0.0340,1.024,0.0320,1.022,0.0181,1.013
VII,120103,125107,0.0119,1.008,0.1704,1.125,-0.1059,0.929,-0.0348,0.976
VII,125107,130112,0.0937,1.067,0.1363,1.099,0.0769,1.055,0.0535,1.038
VII,130112,135116,-0.1336,0.912,0.0155,1.011,-0.0522,0.964,0.0091,1.006
VII,135116,140120,-0.1110,0.926,-0.0337,0.977,-0.0007,1.000,0.0233,1.016
VII,140120,145125,0.2519,1.191,0.1565,1.115,0.2071,1.154,0.0300,1.021
VII,145125,150129,-0.2241,0.856,-0.1375,0.909,-0.1633,0.893,0.0580,1.041
VII,150129,155133,-0.0444,0.970,-0.0258,0.982,-0.0740,0.950,-0.0322,0.978
VII,155133,160137,-0.1169,0.922,-0.0203,0.986,-0.0812,0.945,0.0000,1.000
VII,160137,165142,0.1542,1.113,0.1253,1.091,0.1827,1.135,0.0394,1.028
VII,165142,170146,-0.2536,0.839,-0.1473,0.903,-0.2651,0.832,-0.0421,0.971
VII,170146,175150,-0.1901,0.877,-0.1195,0.920,-0.0246,0.983,0.0075,1.005
VII,175150,180155,-0.0838,0.944,-0.0212,0.985,-0.0941,0.937,-0.0273,0.981
VII,180155,185159,-0.1628,0.893,-0.0035,0.998,-0.0424,0.971,0.0158,1.011
VII,185159,190163,0.0372,1.026,0.0451,1.032,0.0877,1.063,-0.0154,0.989
VII,190163,195168,0.0354,1.025,0.0458,1.032,0.0443,1.031,0.0121,1.008
VII,195168,200172,0.0469,1.033,0.0938,1.067,0.0687,1.049,0.0054,1.004
VII,200172,205176,0.0320,1.022,0.0493,1.035,0.0217,1.015,-0.0722,0.951
VII,205176,210181,-0.2293,0.853,-0.1515,0.900,-0.1775,0.884,-0.0552,0.962
VII,210181,215185,0.0974,1.070,0.0622,1.044,0.1589,1.116,-0.0382,0.974
VII,215185,220189,-0.1334,0.912,-0.0283,0.981,0.0263,1.018,0.0497,1.035
VII,220189,225194,-0.0327,0.978,0.0200,1.014,0.0373,1.026,0.0652,1.046
VII,225194,230198,0.0545,1.039,0.1088,1.078,0.0396,1.028,0.0187,1.013
VII,230198,235202,0.0293,1.021,0.1143,1.082,0.0881,1.063,-0.0977,0.935
VII,235202,240206,0.0358,1.025,0.0353,1.025,0.0139,1.010,-0.0150,0.990
VII,240206,245211,-0.0580,0.961,-0.0455,0.969,-0.0020,0.999,-0.0511,0.965
VII,245211,250215,0.0592,1.042,0.0225,1.016,0.0132,1.009,0.0539,1.038
VII,250215,255219,-0.0689,0.953,0.0002,1.000,0.0105,1.007,0.0402,1.028
VII,255219,260224,-0.0923,0.938,-0.1017,0.932,0.0396,1.028,0.0518,1.037
VII,260224,265228,0.1896,1.140,0.1539,1.113,0.1656,1.122,0.0301,1.021
VII,265228,270232,0.1779,1.131,0.1111,1.080,0.1017,1.073,0.1037,1.075
VII,270232,275237,-0.1356,0.910,-0.0340,0.977,-0.1038,0.931,-0.0409,0.972
VII,275237,280241,-0.1488,0.902,-0.1182,0.921,-0.1478,0.903,0.0012,1.001
VII,280241,285245,0.0437,1.031,0.0178,1.012,0.0123,1.009,-0.0157,0.989
VII,285245,290250,-0.0358,0.975,0.1077,1.077,-0.0225,0.985,0.0131,1.009
VII,290250,295254,0.2060,1.154,0.1678,1.123,0.1477,1.108,0.0000,1.000
VII,295254,300258,0.0234,1.016,0.0087,1.006,0.0307,1.022,-0.0584,0.960
VII,300258,305263,-0.2587,0.836,-0.1557,0.898,-0.2064,0.867,0.0404,1.028
VII,305263,310267,-0.0556,0.962,0.0421,1.030,-0.0303,0.979,-0.0527,0.964
VII,310267,315271,-0.1120,0.925,-0.1011,0.932,-0.0784,0.947,0.0175,1.012
VII,315271,320275,0.0111,1.008,-0.0018,0.999,-0.0801,0.946,-0.0209,0.986
VII,320275,325280,-0.0363,0.975,0.0061,1.004,-0.0235,0.984,-0.0988,0.934
VII,325280,330284,0.0015,1.001,0.0364,1.026,0.0215,1.015,-0.0580,0.961
VII,330284,335288,0.2639,1.201,0.2175,1.163,0.2696,1.205,0.0185,1.013
VII,335288,340293,-0.1072,0.928,-0.0689,0.953,-0.0641,0.957,0.0429,1.030
VII,340293,345297,0.0153,1.011,-0.0242,0.983,-0.0665,0.955,-0.0083,0.994
VII,345297,350301,-0.1062,0.929,-0.0050,0.997,-0.2001,0.870,0.0518,1.037
VII,350301,355306,0.1085,1.078,0.0635,1.045,0.0567,1.040,-0.0793,0.947
VII,355306,360310,-0.0834,0.944,-0.0761,0.949,-0.0837,0.944,-0.0707,0.952
VII,360310,365314,-0.0281,0.981,-0.0069,0.995,0.0231,1.016,0.0045,1.003
VII,365314,370319,0.1407,1.102,0.0302,1.021,-0.0197,0.986,-0.0004,1.000
VII,370319,375323,-0.0299,0.980,-0.0797,0.946,-0.0609,0.959,-0.0129,0.991
VII,375323,380327,-0.0267,0.982,-0.0520,0.965,-0.0113,0.992,-0.0006,1.000
VII,380327,385332,-0.0030,0.998,-0.0128,0.991,-0.0044,0.997,0.0267,1.019
VII,385332,390336,0.0696,1.049,-0.0188,0.987,0.0884,1.063,-0.0430,0.971
VII,390336,395340,0.2736,1.209,0.1230,1.089,0.1730,1.127,0.0268,1.019
VII,395340,400344,-0.0211,0.986,-0.1474,0.903,-0.0390,0.973,-0.0183,0.987
VII,400344,405349,-0.0850,0.943,-0.2025,0.869,-0.1978,0.872,-0.0325,0.978
VII,405349,410353,0.1038,1.075,0.0167,1.012,0.1129,1.081,0.0000,1.000
VII,410353,415357,0.1714,1.126,0.1065,1.077,0.1377,1.100,0.0000,1.000
VII,415357,420362,0.1772,1.131,0.1513,1.111,0.2053,1.153,-0.0319,0.978
VII,420362,425366,-0.1971,0.872,-0.1896,0.877,-0.2324,0.851,0.0035,1.002
VII,425366,430370,-0.0065,0.995,-0.0819,0.945,-0.1520,0.900,-0.0361,0.975
VII,430370,435375,0.0756,1.054,-0.0380,0.974,0.0548,1.039,-0.0324,0.978
VII,435375,440379,-0.1569,0.897,-0.1575,0.897,-0.2378,0.848,-0.0475,0.968
VII,440379,445383,-0.0077,0.995,-0.0441,0.970,-0.0276,0.981,0.0215,1.015
VII,445383,450388,0.1175,1.085,0.0400,1.028,0.1529,1.112,0.0144,1.010
VII,450388,455392,-0.2172,0.860,-0.2254,0.855,-0.1181,0.921,0.0443,1.031
VII,455392,460396,0.1354,1.098,0.0234,1.016,0.0703,1.050,0.0000,1.000
VII,460396,465401,0.1399,1.102,0.0574,1.041,0.0757,1.054,0.0153,1.011
VII,465401,470405,0.0853,1.061,0.0361,1.025,0.1170,1.084,0.0103,1.007
VII,470405,475409,0.1167,1.084,0.0586,1.041,0.1592,1.117,0.0028,1.002
VII,475409,480413,0.0764,1.054,-0.0095,0.993,0.1136,1.082,-0.0486,0.967
VII,480413,485418,-0.2109,0.864,-0.3439,0.788,-0.1664,0.891,0.0065,1.005
VII,485418,490422,-0.1346,0.911,-0.2344,0.850,-0.0995,0.933,-0.0418,0.971
VII,490422,495426,0.3851,1.306,0.1842,1.136,0.3146,1.244,0.0432,1.030
VII,495426,500431,-0.0437,0.970,-0.1623,0.894,-0.0991,0.934,0.0231,1.016
VII,500431,505435,0.2791,1.213,0.0998,1.072,0.1032,1.074,0.0168,1.012
VII,505435,510439,-0.0322,0.978,-0.0641,0.957,0.0209,1.015,-0.0273,0.981
VII,510439,515444,0.1979,1.147,0.0594,1.042,0.1884,1.140,0.1031,1.074
VII,515444,520448,0.0122,1.008,-0.0249,0.983,0.1467,1.107,0.0527,1.037
VII,520448,525452,0.0099,1.007,-0.0253,0.983,-0.0297,0.980,0.0139,1.010
VII,525452,530457,0.0814,1.058,0.0126,1.009,0.0526,1.037,-0.0055,0.996
VII,530457,535461,-0.1002,0.933,-0.0883,0.941,-0.1922,0.875,-0.0421,0.971
VII,535461,540465,0.8806,1.841,0.7280,1.656,0.7647,1.699,0.4199,1.338
VII,540465,545470,0.3261,1.254,0.2762,1.211,0.0866,1.062,0.2037,1.152
VII,545470,550474,0.2224,1.167,0.1015,1.073,0.1078,1.078,-0.0109,0.992
VII,550474,555478,0.1655,1.122,0.0898,1.064,0.1221,1.088,0.1363,1.099
VII,555478,560482,-0.0504,0.966,-0.1854,0.879,-0.1722,0.887,-0.0046,0.997
VII,560482,565487,0.5950,1.511,0.4360,1.353,0.4334,1.350,0.2095,1.156
VII,565487,570491,0.6757,1.597,0.5002,1.414,0.5512,1.465,0.1046,1.075
VII,570491,575495,0.4467,1.363,0.2830,1.217,0.3099,1.240,0.0016,1.001
VII,575495,580500,0.1166,1.084,0.1006,1.072,0.0460,1.032,-0.0632,0.957
VII,580500,585504,-0.0319,0.978,-0.1002,0.933,-0.1479,0.903,-0.0942,0.937
VII,585504,590508,0.1825,1.135,0.0960,1.069,0.0558,1.039,-0.0420,0.971
VII,590508,595513,-0.1460,0.904,-0.0731,0.951,-0.1228,0.918,-0.0723,0.951
VII,595513,600517,-0.0372,0.975,-0.0923,0.938,-0.1244,0.917,0.0315,1.022
VII,600517,605521,-0.0304,0.979,0.0268,1.019,-0.0935,0.937,-0.0121,0.992
VII,605521,610526,0.0179,1.013,-0.1695,0.889,-0.1378,0.909,0.0209,1.015
VII,610526,615530,0.1093,1.079,-0.0215,0.985,0.1175,1.085,-0.0088,0.994
VII,615530,620534,0.1614,1.118,0.1129,1.081,0.1717,1.126,-0.0147,0.990
VII,620534,625538,0.0147,1.010,-0.0349,0.976,-0.0958,0.936,0.0245,1.017
VII,625538,630543,-0.0562,0.962,-0.1309,0.913,-0.0862,0.942,-0.0285,0.980
VII,630543,635547,-0.1434,0.905,-0.1668,0.891,-0.1229,0.918,-0.0055,0.996
VII,635547,640551,-0.0477,0.967,-0.0752,0.949,-0.0202,0.986,-0.0236,0.984
VII,640551,645556,0.0015,1.001,-0.0530,0.964,-0.0850,0.943,-0.0808,0.946
VII,645556,650560,-0.0225,0.985,-0.0500,0.966,-0.1086,0.927,0.0061,1.004
VII,650560,655564,0.0015,1.001,-0.0035,0.998,-0.0007,1.000,0.0042,1.003
VII,655564,660569,-0.0432,0.970,-0.1258,0.916,-0.0007,1.000,-0.0740,0.950
VII,660569,665573,-0.0850,0.943,-0.0925,0.938,-0.0560,0.962,0.0363,1.025
VII,665573,670577,-0.1397,0.908,-0.0962,0.935,-0.0806,0.946,-0.0344,0.976
VII,670577,675582,0.0205,1.014,-0.0460,0.969,0.1264,1.092,0.0452,1.032
VII,675582,680586,-0.1745,0.886,-0.0809,0.945,-0.1685,0.890,-0.0573,0.961
VII,680586,685590,0.0668,1.047,0.0570,1.040,-0.0471,0.968,-0.0280,0.981
VII,685590,690595,0.0015,1.001,-0.0086,0.994,0.0234,1.016,-0.0287,0.980
VII,690595,695599,0.0077,1.005,0.0379,1.027,0.0050,1.003,0.0564,1.040
VII,695599,700603,0.1563,1.114,0.0229,1.016,0.1422,1.104,0.0893,1.064
VII,700603,705607,-0.0208,0.986,-0.0688,0.953,-0.0237,0.984,0.0059,1.004
VII,705607,710612,0.1348,1.098,0.0980,1.070,0.1202,1.087,0.0071,1.005
VII,710612,715616,0.3070,1.237,0.2119,1.158,0.2452,1.185,0.0103,1.007
VII,715616,720620,-0.0372,0.975,-0.0506,0.966,-0.0115,0.992,-0.0050,0.997
VII,720620,725625,0.2156,1.161,0.0933,1.067,0.2254,1.169,0.1342,1.097
VII,725625,730629,-0.1839,0.880,-0.1819,0.882,-0.2375,0.848,-0.0436,0.970
VII,730629,735633,0.1341,1.097,0.1266,1.092,0.0525,1.037,-0.0780,0.947
VII,735633,740638,0.0374,1.026,-0.0574,0.961,0.0475,1.033,-0.0541,0.963
VII,740638,745642,0.0637,1.045,0.0159,1.011,0.0913,1.065,-0.0618,0.958
VII,745642,750646,0.0575,1.041,-0.0119,0.992,-0.0007,1.000,-0.0550,0.963
VII,750646,755651,-0.3301,0.795,-0.2789,0.824,-0.3577,0.780,-0.0170,0.988
VII,755651,760655,0.2101,1.157,0.1122,1.081,0.1493,1.109,0.0792,1.056
VII,760655,765659,-0.0035,0.998,-0.0617,0.958,-0.0416,0.972,-0.0289,0.980
VII,765659,770664,-0.1928,0.875,-0.1273,0.916,-0.2718,0.828,0.0309,1.022
VII,770664,775668,0.1113,1.080,0.0298,1.021,0.0216,1.015,0.0222,1.015
VII,775668,780672,0.0326,1.023,0.0327,1.023,-0.0022,0.998,0.0077,1.005
VII,780672,785676,-0.0551,0.963,-0.1033,0.931,-0.0432,0.970,0.0679,1.048
VII,785676,790681,0.1908,1.141,0.1128,1.081,0.1421,1.104,0.0445,1.031
VII,790681,795685,0.1694,1.125,0.1290,1.094,0.1524,1.111,0.0041,1.003
VII,795685,800689,0.0188,1.013,-0.0063,0.996,0.0223,1.016,-0.0155,0.989
VII,800689,805694,-0.1516,0.900,-0.1234,0.918,-0.1300,0.914,-0.0015,0.999
VII,805694,810698,-0.2360,0.849,-0.2188,0.859,-0.1585,0.896,-0.0126,0.991
VII,810698,815702,0.3554,1.279,0.2153,1.161,0.2625,1.200,-0.1146,0.924
VII,815702,820707,0.6232,1.540,0.5156,1.430,0.4799,1.395,0.1388,1.101
VII,820707,825711,0.3552,1.279,0.3153,1.244,0.3076,1.238,0.2067,1.154
VII,825711,830715,0.1219,1.088,0.0752,1.054,0.1005,1.072,0.0944,1.068
VII,830715,835720,-0.1751,0.886,-0.1730,0.887,-0.0539,0.963,-0.0576,0.961
VII,835720,840724,0.0146,1.010,0.0266,1.019,0.0693,1.049,-0.1128,0.925
VII,840724,845728,0.0832,1.059,0.1547,1.113,0.0772,1.055,0.0540,1.038
VII,845728,850733,0.1101,1.079,0.0797,1.057,0.1973,1.147,-0.0523,0.964
VII,850733,855737,-0.2279,0.854,-0.1736,0.887,-0.2118,0.863,0.0076,1.005
VII,855737,860741,-0.1678,0.890,-0.1575,0.897,-0.1864,0.879,-0.0041,0.997
VII,860741,865745,0.2265,1.170,0.2519,1.191,0.3709,1.293,0.0114,1.008
VII,865745,870750,-0.1807,0.882,-0.1153,0.923,-0.0883,0.941,0.0375,1.026
VII,870750,875754,-0.0488,0.967,-0.0427,0.971,-0.0726,0.951,0.0860,1.061
VII,875754,880758,0.0250,1.017,0.0154,1.011,-0.0419,0.971,0.0248,1.017
VII,880758,885763,-0.1180,0.921,-0.0870,0.941,-0.0310,0.979,-0.0407,0.972
VII,885763,890767,0.0651,1.046,0.0040,1.003,0.0427,1.030,-0.0105,0.993
VII,890767,895771,0.0077,1.005,-0.0134,0.991,0.0807,1.057,0.0829,1.059
VII,895771,900776,0.0738,1.052,0.0808,1.058,0.0896,1.064,0.0000,1.000
VII,900776,905780,-0.1766,0.885,-0.0801,0.946,-0.1081,0.928,-0.0266,0.982
VII,905780,910784,-0.0335,0.977,-0.0278,0.981,0.0416,1.029,-0.0199,0.986
VII,910784,915789,-0.0496,0.966,0.0181,1.013,0.0825,1.059,-0.0644,0.956
VII,915789,920793,-0.1147,0.924,-0.1293,0.914,-0.1841,0.880,0.0368,1.026
VII,920793,925797,-0.0856,0.942,-0.0941,0.937,-0.0118,0.992,0.0019,1.001
VII,925797,930802,0.0867,1.062,0.0822,1.059,0.0216,1.015,0.0000,1.000
VII,930802,935806,0.0321,1.023,0.0597,1.042,-0.0038,0.997,-0.0081,0.994
VII,935806,940810,0.0015,1.001,0.0326,1.023,-0.0612,0.958,0.0050,1.003
VII,940810,945814,0.0428,1.030,0.0631,1.045,0.1298,1.094,0.0000,1.000
VII,945814,950819,-0.1282,0.915,-0.0996,0.933,-0.2241,0.856,-0.0309,0.979
VII,950819,955823,-0.0784,0.947,0.0479,1.034,-0.1157,0.923,0.0341,1.024
VII,955823,960827,-0.1377,0.909,-0.0392,0.973,-0.1013,0.932,-0.0291,0.980
VII,960827,965832,-0.1494,0.902,0.0527,1.037,-0.0771,0.948,0.0665,1.047
VII,965832,970836,-0.0687,0.954,-0.0752,0.949,-0.1268,0.916,0.0410,1.029
VII,970836,975840,-0.0734,0.950,-0.1686,0.890,-0.1283,0.915,0.0567,1.040
VII,975840,980845,0.0481,1.034,0.0274,1.019,-0.0985,0.934,0.0266,1.019
VII,980845,985849,0.0263,1.018,-0.0744,0.950,0.0713,1.051,0.0002,1.000
VII,985849,990853,-0.1996,0.871,-0.1729,0.887,-0.1601,0.895,-0.0422,0.971
